domain,sentiment_mean,sentiment_std,subjectivity_mean,subjectivity_std,counting
www.zeit.de,-0.024368485848154525,0.20548191464286789,0.03449990437942245,0.08549207605052128,332.0
www.stern.de,-0.09127503919263179,0.24875463219205404,0.05751494219086812,0.11166369442243296,270.0
www.tagesspiegel.de,-0.034832933173269305,0.21716604313203924,0.06199879951980792,0.10374522826595148,119.0
www.bild.de,-0.012836536359263632,0.2593012073446511,0.035531359773784014,0.07867979790380274,99.0
www.faz.net,-0.01081592871066555,0.26280923860979066,0.0321219715956558,0.08826499640298031,57.0
www.morgenpost.de,0.06830195644149131,0.22827909132085666,0.058767072720561093,0.12483761945655494,43.0
www.welt.de,-0.03514550264550264,0.25237819682896817,0.06414141414141414,0.12599053313429012,33.0
www.n-tv.de,0.08553160919540229,0.21263349358533656,0.08353858784893267,0.11912840327303537,29.0
www.sueddeutsche.de,0.026067176870748294,0.18601840371614853,0.07440476190476189,0.12615573878805245,28.0
www.focus.de,-0.05718614718614719,0.2017200845968691,0.05021645021645022,0.07165462751692822,22.0
www.tagesschau.de,-0.12178571428571427,0.23307981246687115,0.07687074829931972,0.13956756760825748,21.0
www.diepresse.com,0.008728632478632484,0.27907762910174694,0.04358974358974359,0.11657505560686467,13.0
orf.at,0.028833333333333332,0.10935289459157246,0.16499999999999998,0.16968562071237273,10.0
taz.de,0.06249999999999999,0.21357686992059638,0.26041666666666663,0.15064346112909244,8.0
www.nzz.ch,-0.04183673469387756,0.25480528166124466,0.03809523809523809,0.06784669927988099,7.0
tirol.orf.at,-0.10416666666666667,0.2261237370212257,0.0,0.0,6.0
steiermark.orf.at,0.2512380952380952,0.13357019777040946,0.0,0.0,5.0
www.brigitte.de,0.07522222222222222,0.22143318252011748,0.0,0.0,5.0
t3n.de,0.18697916666666667,0.07642123683777183,0.11904761904761904,0.08015480109811172,4.0
kaernten.orf.at,0.06999999999999999,0.0808290376865476,0.05,0.1,4.0
www.dw.com,-0.10095238095238096,0.21044817740752628,0.09999999999999999,0.17320508075688773,3.0
hallespektrum.de,0.0,0.0,0.0,0.0,3.0
wien.orf.at,-0.07817460317460317,0.2553407235628492,0.08333333333333333,0.08333333333333333,3.0
www.golem.de,0.22857142857142856,0.0557874976850475,0.023809523809523808,0.041239304942116126,3.0
www.rbb24.de,0.14999999999999997,0.2121320343559642,0.0,0.0,2.0
www.telepolis.de,0.08333333333333334,0.5892556509887896,0.0,0.0,2.0
www.transfermarkt.de,0.0,0.0,0.0,0.0,2.0
www.jungewelt.de,-0.0175,0.22273863607376246,0.2375,0.3358757210636101,2.0
www.ibiza-heute.de,0.08333333333333333,0.11785113019775792,0.0,0.0,2.0
burgenland.orf.at,0.009226190476190471,0.3607086377838519,0.13392857142857142,0.012626906806902628,2.0
www.autobild.de,-0.021428571428571432,0.030304576336566327,0.0,0.0,2.0
noe.orf.at,0.37976190476190474,0.33503392727648323,0.23809523809523808,0.13468700594029476,2.0
www.freitag.de,-0.24166666666666667,0.15320646925708525,0.1,0.14142135623730953,2.0
ooe.orf.at,0.19,0.014142135623730954,0.05,0.07071067811865477,2.0
salzburg.orf.at,0.11666666666666665,0.0,0.0,0.0,2.0
science.orf.at,0.030000000000000013,0.24041630560342614,0.1,0.14142135623730953,2.0
vorarlberg.orf.at,-0.006666666666666654,0.4808326112068523,0.0,0.0,2.0
www.gamestar.de,0.035416666666666666,0.23275598214057192,0.1625,0.05303300858899107,2.0
www.gameswelt.de,0.0,1.0,0.0,1.0,1.0
omr.podigee.io,0.0,1.0,0.0,1.0,1.0
www.spektrum.de,0.0,1.0,0.0,1.0,1.0
www.berliner-zeitung.de,0.0,1.0,0.0,1.0,1.0
www.rtl.de,0.0,1.0,0.0,1.0,1.0
www.china-gadgets.de,0.0,1.0,0.0,1.0,1.0
www.pcgames.de,0.0,1.0,0.0,1.0,1.0
www.der-postillon.com,0.0,1.0,0.0,1.0,1.0
www.dwdl.de,0.0,1.0,0.0,1.0,1.0
www.kino-zeit.de,0.0,1.0,0.0,1.0,1.0
www1.wdr.de,0.0,1.0,0.0,1.0,1.0
